show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s632,Movie,The Green Glove,,"Glenn Ford, Geraldine Brooks, Cedric Hardwicke, George Macready",,,2011,G,89 min,Drama,The Green Glove. An ex-soldier and his new girlfriend comb France for a valuable relic...which others are willing to kill for.
s633,Movie,The Great War,Steven Luke,"Ron Perlman, Billy Zane, Bates Wilder, Hiram A Murray",,,2019,R,110 min,"Action, Drama","During the last days of the Great War, Lt. William Rivers leads a squad of U.S. troopers behind enemy lines to locate a missing platoon of African American ""Buffalo"" soldiers."
s634,Movie,The Great God Gold,"Arhtur Lubin, Arthur Lubin","Martha Sleeper, Regis Toomey, Sidney Blackmer, Edwin Maxwell, John T. Murray",,,1935,13+,83 min,Drama,"Marcia Harper (Sleeper) sets out to send a group of racketeers, headed by villain John Hart (Blackmer), to prison after they cheat her out of a small inheritance from her father by claiming that her father owed them money. She is aided in her venture by industrious reporter Phil Stewart (Toomey), who acquires a mysterious old Roman coin that becomes the key to bringing down the racketeers."
s635,TV Show,The Great Escapists,,"Richard Hammond, Tory Belleci, Joseph Balderrama, Silvana Montoya",United States,,2021,13+,1 Season,Unscripted,"In this season Richard Hammond and Tory Belleci use what’s left of their shipwreck to survive and thrive. Using their engineering know how, the boys try to escape the island and even make their island life better. From a fully working tank to a three-story treehouse on the seafront, life is pretty sweet. But will their inventions help them escape, or keep them stuck forever in paradise?"
s636,TV Show,The Great Commanders,,,,,2003,ALL,1 Season,Documentary,"The Great Commanders is an award-winning portrait of six famed military chiefs: Alexander the Great, Julius Caesar, Horatio Nelson, Napoleon Bonaparte, Ulysses S. Grant, and Georgi Zhukov. Their military geniuses indisputably changed the course of world history. Each episode delves into their personal background, tactical strategy skills, and the importance of each man's unique military insights."
s637,TV Show,The Great British Benefits Handout,,Graeme Hawley,,,2017,13+,2 Seasons,"Kids, Special Interest, Unscripted","Three unemployed families are given a cash lump sum of 26,000 pounds in return for signing off."
s638,TV Show,The Grand Tour,,"Richard Hammond, Jeremy Clarkson, James May","United Kingdom, United States",,2020,16+,4 Seasons,"Comedy, Documentary, Sports","The intrepid trio find themselves back on four wheels for their latest adventure. Armed with sports cars, Richard, James and Jeremy think they are in for a cushy road trip as they arrive on the exotic island of Reunion and race on the world’s most expensive piece of tarmac. But a bizarre challenge propels them to Madagascar where they must tackle the world’s toughest road."
s639,Movie,The Gospel Of John,David Batty,Selva Rasalingam,,,2015,ALL,161 min,Drama,"The Gospel of john is the first-ever word-for-word filmed version of the biblical text. Using the original Jesus narrative as its script, this profound film sheds new light on one of history's most sacred texts. Beautifully shot and informed by the latest theological, historical, and archeological research, this film is something to be enjoyed and treasured."
s640,Movie,The Gospel of Eureka,"Michael Palmieri, Donal Mosher","Mx Justin Vivian Bond, Lee Keating, Walter Burrell, Felicia Blackheart, Ginger Styles, Roxie Howard",,,2019,16+,73 min,Documentary,"Welcome to Eureka Springs, Arkansas, a one-of-a-kind oasis in the Ozarks where Christian piety rubs shoulders with a thriving queer community."
s641,Movie,The Gospel Live,Chet Brewster,Anthony Anderson,,,2005,13+,72 min,"Arts, Entertainment, and Culture, Documentary, Music Videos and Concerts","Hosted by Anthony Anderson (Barbershop, Hustle & Flow), The Gospel Live features live, soul-stirring performances by gospel superstars Mary Mary, Kelly Price, KiKi Sheard, Hezekiah Walker, Martha Munizzi and more! Also featuring all access red carpet interviews with celebrities including GRAMMY Award winner CeCe Winans and the all-star cast of the feature film The Gospel."
s642,TV Show,The Glory Is Gone,,"Kai Wiesinger, Bettina Zimmermann, Luise Befort, Benjamin Stein",,,2017,TV-NR,2 Seasons,TV Shows,"Tom, Hanna and the kids find themselves temporarily setting up camp in Joyce's flat downstairs. Unfortunately, the new surroundings aren't to their taste and put a damper on their relationship. And so Tom and Hanna find themselves airing their dirty laundry, tackling problems they thought they'd long put to bed. It looks like the pitfalls of ageing gra..."
s643,Movie,The Giant Killer: Finding Flaherty The Directors Cut,David Yuzuk,"David Yuzuk, Fred Gleffe, Rick Lencioni, Kris ""Tanto"" Paronto",,,2020,13+,78 min,Documentary,"The shocking investigation of the incredible life and mysterious death of America's smallest war hero 4'9"" 97lbs, Richard J. Flaherty. Flaherty achieved the impossible by becoming a Green Beret Captain, mercenary, and spy... Only to be killed two weeks after his final confession."
s644,Movie,The Giant,Johannes Nyholm,"Christian Andrén, Johan Kylén, Anna Bjelkerud, Linda Faith, Ola Bjurman",,,2016,13+,89 min,"Drama, Science Fiction",Rikard is an autistic man who was separated from his mother. He thinks that he will get her back if he wins the Championship of pétanque. A giant is on his side.
s645,TV Show,The Ghost Inside My Child,,"De'Marco Arrington, Bella Eubank",,,2012,TV-PG,1 Season,"Documentary, Drama, Unscripted",Ghost Inside My Child explores cases of children who claim to be reincarnations of people who died violently.
s646,TV Show,The Ghost Finders,,"Rob Thompson, Megan Deputy, Brad Tarnowsky",,,2020,13+,1 Season,"Horror, Unscripted","British Medium and Paranormal Investigator Rob Thompson, Pagan Witch Megan Deputy, and trainee investigator Brad Tarnowsky Investigate the most allegedly active paranormal locations around the country."
s647,Movie,The Ghost Army,Rick Beyer,Peter Coyote,,,2013,13+,68 min,"Documentary, Drama","The Ghost Army was officially known as the 23rd Headquarters Special Troops. From June 1944 to March 1945 it staged 20 battlefield deceptions, beginning in Normandy and ending at the Rhine River."
s648,Movie,The Gay Ranchero,William Witney,"Roy Rogers, Andy Devine, Tito Guizar, Jane Frazee, Estelita Rodriguez",,,1942,13+,57 min,"Suspense, Western","Criminal Vance Brados (Meeker) wants the profitable Mazanita Springs Spa and Airline for himself, and uses both sabotage and murder to try to acquire both. Sheriff Roy Rogers steps in to try to stop the sabotage of the planes, aided by Nicci Lopez (Guizar) and heroine Betty (Frazee). Roy sets up a trap to try to catch Vance and his gang, but things get complicated when Vances becomes suspicious. One of the more violent Roy Rogers films."
s649,TV Show,The Garfield Show,,Frank Welker,,,2020,ALL,4 Seasons,"Animation, Kids","A lasagne-loving cat adventures and explores the differences between good and bad, and right and wrong. Join the adventure !"
s650,Movie,The Gambler,Karel Reisz,"James Caan, Lauren Hutton, Paul Sorvino, Morris Carnovsky, Jacqueline Brookes",,,1974,R,111 min,Drama,"James Caan portrays a compulsive gambler who can't quit or win. He falls into debt to the mob for $40,000 but seems to relish the thrill of gambling against the long shot."
s651,Movie,The Front,Martin Ritt,"Woody Allen, Zero Mostel, Herschel Bernardi, Michael Murphy, Andrea Marcovicci, Danny Aiello, Sam McMurray",,,1976,13+,95 min,"Comedy, Drama","Woody Allen plays a bookmaker who become ""a front"" for a group of blacklisted Hollywood screenwriters who aren't able to get a job, because of their alleged communist ties. The Front was written by blacklisted Walter Bernstein and features performances from several blacklisted entertainers, including Herschel Bernardi, Joshua Shelley, Lloyd Gough, and Zero Mostel."
s652,TV Show,The Fosters,,"Teri Polo, Sherri Saum, Hayden Byerly",,,2018,TV-14,5 Seasons,TV Shows,Tensions continue to rise in the drama's fifth season.
s653,TV Show,The Forgotten Army - Azaadi Ke Liye,,"Sharvari, Rohit Choudhary, Sunny Kaushal, Rajiv Ranjan, Paloma Manoppa, TJ Bhanu, Akhil Iyer, Vivek Sah, Maneesh Verma, Amala Akkineni, Shruti Seth, R. Badreenath, Toshiji Takeshima, Karanvir Malhotra, Brijesh Jha, Nizhalgal Ravi, M.K Raina, Sudhanva Deshpande, Sushma Seth",,,2020,18+,1 Season,"Action, Drama, International","The Forgotten Army is a true epic war series about the Indian soldiers from the Azad Hind Fauj who marched 3,884 kms from Singapore to Delhi to free their country from the British. Led by Netaji Subhash Chandra Bose, they fought against their size and scale but were labelled by the then ruling establishment as traitors. Experience an action packed series recreate this momentous juncture in history"
s654,TV Show,The Force: Manchester,,,,,2015,16+,1 Season,"Documentary, Special Interest","In Greater Manchester the Police are under pressure like never before, with officer numbers cut to less than 7000 and more than half a million emergency call outs, the force is facing its toughest test in years. This fast paced immersive series will show the true nature of crime and the pressure of modern policing from the perspective of the cops on the ground."
s655,Movie,The Forbidden Dance,Greydon Clark,"Laura Harring, Jeff James, Sid Haig, Kenny Johnson, Steven Williams, Richard Lynch",,,1990,PG-13,97 min,"Arts, Entertainment, and Culture, Comedy, Romance","When the Brazilian rainforest home of young Princess Nisa is threatened by greedy American businesses, she travels to Los Angeles to find a way to stop the rainforest destruction herself. When a young man who loves to dance crosses her path, and together they enter a televised lambada contest, Nisa might have found the answer to her prayers."
s656,Movie,The Flying Deuces,A. Edward Sutherland,,,,1939,ALL,68 min,Comedy,"Oliver is heartbroken when he finds that Georgette, the inkeeper's daughter he's fallen in love with, is already married to dashing Foreign Legion officer Francois."
s657,Movie,The Flaw,David Sington,"Andrew Luan, Robert Shiller, Louis Hyman",United Kingdom,,2011,13+,81 min,Special Interest,"The definitive doc on the 2008 financial crash - The Flaw goes beyond easy explanations of greedy bankers and incompetent regulators its investigation goes to the root causes of the USA's and UK's deluded belief that everyone could be rich and property prices would rise forever, and asks the question: why are the perpetrators of the mess now entrusted with the lucrative task of clearing it up?"
s658,TV Show,The First Silent Night,,,,,2014,TV-PG,1 Season,"Documentary, Special Interest","Join renowned actor Simon Callow as he uncovers the moving origins of the song Silent Night that has been two hundred years in the making. A story that begins in humble circumstances, ends with the world's most popular carol. Simon journeys to the Austrian village of Oberndorf as well as the city of Salzburg, where the story of the world's favourite carol had its origins."
s659,Movie,The First American,Kevin Knoblock,"Newt Gingrich, Callista Gingrich, Robert Lyons, Beverly Simmons, Ed Lengel, Edward Larson, Walter Isaacson, Victor Hanson, Joe Ellis, Douglas Brinkley, Gay Gaines, Allen Guelzo, H.W. Brands, Jane Hampton Cook, William Forstchen",,,2016,13+,91 min,"Documentary, Special Interest","George Washington is central to understanding America's founding. He was the crucial ﬁgure in winning the American Revolution, in creating the Constitution, and in establishing the precedents for effective self-government as our ﬁrst president."
s660,TV Show,The First 48: Missing Persons,,Shawn John Smith,,,2013,TV-14,1 Season,TV Shows,The First 48: Missing Persons follows the Chicago Police Department's missing persons unit during an investigation's first 48 hours.
s661,TV Show,The First 48 Presents: Homicide Squad Atlanta,,Adam III Lee,,,2019,TV-14,1 Season,TV Shows,"A beautiful teenager is found naked and shot to death in a city park. With no evidence to work with, rookie detective Andre Lowe struggles to unravel the mystery. But the viciousness of her mysterious death evokes the sympathy of the entire Homicide Unit."
s662,Movie,The Fighting Kentuckian,George Waggner,"John Wayne, Vera Ralston, Philip Dorn",,,1949,7+,100 min,"Action, Romance, Western","Leading a regiment of Kentucky riflemen during the War of 1812, John Wayne is the frontiersman who battles to save his love, a French general's daughter, and his homeland from speculators, after the Battle of New Orleans. A colorized version of this film was released on home video in 1990."
s663,Movie,The Fidel Castro Tapes,Tom Jennings,,,,2014,,55 min,Documentary,From PBS - Survey the turbulent career of one of the world's most controversial leaders.
s664,TV Show,The Feed,,"Michelle Fairley, Guy Burnet, Nina Toussaint-White",,,2019,16+,1 Season,Drama,"In the near future, people’s minds are connected to The Feed, giving them instant connectivity. When something or someone invades it, everyone is at risk."
s665,TV Show,The FBI Files,,"James Kallstrom, Anthony D. Call, John Alcorn, Charla Bather",,,2002,16+,7 Seasons,Documentary,"In this true crime series, real-life FBI cases are explored, including reenactments and interviews with the scientists and law enforcement officials who worked on the cases."
s666,Movie,The Fatal Hour,William Nigh,"Boris Karloff, Marjorie Reynolds, Grant Withers, Charles Trowbridge, John Hamilton, Frank Puglia, Jason Robards Sr., Craig Reynolds",,,1940,PG,68 min,Suspense,"Detective Captain Bill Street's (Withers) best friend Dan O'Grady, a fellow police officer, is murdered, and Bill brings in Detective James Lee Wong (Karloff) to investigate, along with gal reporter Bobbie Logan (Reynolds). The trio begin to uncover a jewelry smuggling ring on the San Francisco waterfront, possibly headed by Beldon (Reynolds), the son of a local crooked businessman. In the climatic ending, Mr. Wong tempts death during a jewelry-store robbery."
s667,Movie,The Farewell (4K UHD),Lulu Wang,"Awkwafina, Shuzhen Zhao, X Mayo","United States, China",,2019,13+,100 min,"Arthouse, Arts, Entertainment, and Culture, Comedy","In this funny, heartfelt story, Billi’s (Awkwafina) family returns to China under the guise of a fake wedding to stealthily say goodbye to their beloved matriarch – the only person that doesn’t know she only has a few weeks to live."
s668,Movie,The Fare,D.C. Hamilton,"Gino Anthony Pesi, Brinna Kelly, Jason Stuart",,,2019,16+,82 min,"Romance, Science Fiction","Harris, a world-weary taxi driver, and his fare, Penny, find themselves trapped in an endlessly looping ride that changes their lives forever."
s669,Movie,The Far Frontier,William Witney,"Roy Rogers, Trigger, Gail Davis, Andy Devine, Francis Ford, Roy Barcroft, Clayton Moore, Robert Strange, Holly Bane, Lane Bradford, John Bagni, Clarence Straight, Edmund Cobb, Foy Willing, Riders of the Purple Sage, George Bamby, Stanley Blystone, Tom London, Jack O'Shea, Johnny Paul, Darol Rice, Charles Sherlock, Al Sloey",,,1948,13+,56 min,Western,Roy saves the day by thwarting a band of outlaws who are smuggling themselves across the border in soybean oil cans. Includes musical numbers and horse tricks.
s670,Movie,The Falls,Jon Garcia,"Nick Ferrucci, Ben Farmer, Brian Allard, Quinn Allan",,,2012,,91 min,Drama,The Falls is a feature film about two missionaries that fall in love while on their mission.
s671,TV Show,The Fall,,"Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi, Niamh McGrady, Bronagh Waugh, Sarah Beattie",,,2016,TV-MA,3 Seasons,"Drama, Suspense","Gillian Anderson returns as Detective Superintendent Stella Gibson in The Fall. She has arrested Spector but will he survive the gunshot wounds sustained in police custody? Will he ever face justice? As The Fall reaches its inexorable conclusion, it's clear that the rules of this deadly game of cat and mouse are set to shift once again."
s672,TV Show,The Fades,,"Iain De Caestecker, Daniel Kaluuya, Tom Ellis, Natalie Dormer",,,2011,TV-14,1 Season,Drama,"A smart, supernatural thriller about two friends fighting to save the world of the living from the spirits of the dead. Paul and his best friend Mac are the unpopular kids at their college. And now Paul has started to see things - Fades. Soon the fate of humanity rests in the hands of the two friends who already have enough trouble getting through a day in one piece, let alone saving the world."
s673,TV Show,The Face UK,,"Naomi Campbell, Erin O'Connor, Caroline Winberg",,,2013,13+,1 Season,TV Shows,The Face will see three fashion icons compete against each other in the ultimate competition to find the model who has what it takes to front a world-renowned brand.
s674,Movie,The Face of Jesus Christ,Dane Wilson,Douglas Wilson,,,2019,ALL,33 min,Faith and Spirituality,"We honestly have very little idea what Jesus Christ looked like. We worship Him as the visible image of the invisible Father, and yet we do not know what that visible image looks like. We are supposed to see the face of Jesus Christ in and through the declaration of what Scripture describes as good news-gospel truth. This is where we are supposed to find the only authorized portrait of Jesus."
s675,Movie,The Fabulous Allan Carr,Jeffrey Schwarz,"Maxwell Caulfield, Steve Guttenberg, Lorna Luft, Michael Musto, Connie Stevens, Marlo Thomas, Bruce Vilanch",,,2018,ALL,90 min,Documentary,"Allan Carr built his bombastic reputation producing the hit movie ""Grease"" and Broadway sensation ""La Cage Aux Folles,"" but it all came crashing down after he conceived the notorious 1989 Academy Awards."
s676,Movie,The Extraordinary Journey of the Fakir,Ken Scott,"Dhanush, Berenice Bejo, Erin Moriarty, Barkhad Abdi, Amruta Sant",,,2019,PG-13,98 min,"Action, Comedy","Aja, a clever young street magician from Mumbai, sets out on an extraordinary journey when his mother passes away, to find the father he never knew. He discovers love in a Swedish furniture store in Paris, mortal danger with Somali migrants in England, fame on a dance floor in Rome and adventure in a hot-air balloon over the Mediterranean sea."
s677,TV Show,The Expanse,,"Steven Strait, Cas Anvar, Dominique Tipper, Wes Chatham, Frankie Adams, Cara Gee, Nadine Nicole, Keon Alexander, Jasai Chase-Owens, Shohreh Aghdashloo","Canada, United States",,2021,16+,5 Seasons,"Action, Science Fiction","In different parts of the Solar System, the crew of the Rocinante and their allies confront the sins of their past, while Marco Inaros unleashes an attack that will alter the future of Earth, Mars, the Belt, and the worlds beyond the Ring."
s678,TV Show,The Evolution of Us,,,,,2016,ALL,1 Season,"Documentary, Special Interest","This epic science special explores how genetics have underpinned the whole of human evolution, from our rise from a class of primates on the African plain to our spread across Earth. It asks how genetics could play an even greater role in determining where evolution will take us next. Location filming combined with state-of-the-art computer visualizations tell the amazing story of the human race."
s679,TV Show,The Evolution of Evil,,Alisdair Simpson,,,2017,16+,1 Season,Documentary,"Enter this rogues gallery of the notorious despots: Hitler, Saddam Hussein, Stalin, Kim Jong-il, Chairman Mao, Colonel Gaddafi and more. These are the psychopaths, the heartless ideologues, the greedy, the cruel and sometimes the just plain mad individuals who seized control and inflicted appalling suffering on humanity at large. What do their deeds tell us about history and ultimately ourselves?"
s680,TV Show,The English Civil War,,Robert Whelan,,,2019,13+,1 Season,"Documentary, Special Interest",A Nation Divided. It was a time of great bitterness and hatred in England - a war that set father against son and brother against brother. The breakdown in relations between Parliament and King. This series tells the story of the war that shaped the course of a nation's history and laid the foundations of Britain as it is today.
s681,Movie,The Endless Summer,Bruce Brown,"Robert August, Lord 'Tally Hoo' Blears, Michael Hynson, Wayne Miyata",,,1966,PG,92 min,"Documentary, Sports","They call it The Endless Summer; the ultimate surfing adventure, crossing the globe in search of the perfect wave."
s682,Movie,The End of the World,,,,,2009,NR,34 min,Music Videos and Concerts,The End of the World spit fire-and-brimstone. Happy reckoning people...
s683,TV Show,The Eleven,,"W. Michael Bunch, Geena Bocci",,,2017,TV-14,1 Season,TV Shows,"A&E's six-part limited series ""The Eleven"" follows investigators as they as they reexamine the gruesome unsolved murders of eleven teenage girls in southeast Texas in the 1970's."
s684,Movie,The Elephant Man,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft",,,1980,PG,123 min,"Drama, Suspense","The film examines the complex emotional experiences faced by John Merrick. ""The Elephant Man"", when he is discovered by a dedicated surgeon. Rescued from his life as a circus freak, Merrick is given a chance to live his last years with respect."
s685,Movie,The Education Of Little Tree,Richard Friedenberg,"James Cromwell, Tantoo Cardinal, Joseph Ashton, Graham Greene",,,1997,PG,116 min,Drama,James Cromwell (Babe) stars in this heartwarming adaptation of the acclaimed best-seller about an eight-year-old Cherokee boy in Tennessee's Smoky Mountains during the 1930s.
s686,Movie,The Eagle (No Dialog),Clarence Brown,"Rudolph Valentino, Vilma Banky, Louise Dresser",,,1925,13+,77 min,"Action, Drama","This romantic story of Czarist Russia was adapted from a story by Alexander Pushkin. A young cossack officer becomes the object of the amorous Czarina's affections. He is banished when he rejects her, and becomes the dashing Robin Hood-like bandit: The Eagle. Charmingly acted. Louise Dresser is a stand out as Czarina. One of Valentino's best films."
s687,Movie,The Dying of the Light,Peter Flynn,"Bernie Anderson, Paul Bader",,,2015,NR,95 min,Documentary,The Dying of the Light explores the history of motion picture presentation through the stories of the last generation of career projectionists. Their reflections on life in the booth reveal a world that has largely gone unnoticed and is now at an end.
s688,TV Show,The Durrells in Corfu,,"Keeley Hawes, Josh O'Connor, Milo Parker, Daisy Waterstone, Callum Woodhouse",,,2019,13+,4 Seasons,"Drama, Historical, International","The future's looking bright for the eccentric Durrells, as we catch up with their lives on the beautiful island of Corfu in the fourth and final season. UK Edition."
s689,Movie,The Dragon Pearl,Mario Andreacchio,"Sam Neill, Louis Corbett, Li Lin Jin, Ji Wang, Robert Mammone, Jordan Chan, Chen Bao Yuan, Junkang Wang",,,2011,PG,95 min,"Action, Kids, Science Fiction",Josh & Ling thought they were in for a boring visit with each of their parents at an archaeological dig in China But the new friends soon discover they're right in the middle of an adventure when they find a mournful Dragon that's been trapped deep in a mystical temple for thousands of years According to ancient legend the dragon is missing its life force a sacred pearl hidden in a secret chamber
s690,Movie,The Double Born,Tony Randel,"Sammi Davis, Jon Lindstrom, Jake Bern, Alex Weed, Jenny Dare Paulin, Wray Gould",,,2008,18+,94 min,"Drama, Suspense","A claustrophobic thriller about two murderous friends, used by a desperate woman who they dangerously underestimate. The three lost souls form a disturbing bond as her family's suspicions of this unsettling new friendship sets off an irreversible series of events, leading to madness and murder as the horrors of the past collide with the sins of the present, ending in tragedy and terror"
s691,Movie,The Donkey King,Aziz Jindani,"Kenny Knox, Mark Dohner, Bobbi Hartley, Mike Pollock, Tyler Bunch, Jay Synder, Jason Yudoff, Dave Wills",,,2020,7+,99 min,"Animation, Comedy, Kids","The aging Khan, Lion King of the Jungle Kingdom, must retire. His son Prince Shazad should inherit the throne, but the animals have a different idea - Democracy! King Khan reluctantly agrees to an election, thinking Shazad will win easily. But not so fast! A poor donkey named Mangu, a laborer and a dreamer, is the surprising Animal's Choice and becomes their newly-elected king."
s692,TV Show,The Dick Van Dyke Show,,"Dick Van Dyke, Mary Tyler Moore, Carl Reiner, Larry Mathews",,,1963,TV-G,1 Season,"Comedy, Kids","Rob Petrie is the head writer for the television sketch comedy, the Alan Brady Show. Rob must balance his New York City work life with his New Rochelle home life that includes his wife, Laura, and their son, Ritchie. Although content in her roles as housewife and mother, on occasion, Laura aspires to return to her former life as a dancer."
s693,Movie,The Dead Center,Billy Senese,"Shane Carruth, Poorna Jagannathan, Jeremy Childs",,,2019,NC-17,93 min,"Horror, Suspense","As a very dead suicide victim (Jeremy Childs, 'Preacher') disappears from the morgue, troubled psychiatrist Daniel Forrester (Shane Carruth, 'Primer') is drawn to help a mysterious catatonic patient in the emergency psych ward, where a spate of mysterious deaths occur. As Forester investigates further, a desperate race begins against the forces of evil that threaten to swallow him whole."
s694,Movie,The Days of Noah: The Valley of Decision - Part 3 of 4,Michael McCaffrey,"Jeff Reich, Doug Batchelor, Stephen Bohr, Art Chadwick,  Ph.D., H. Allen Davis,  Jr.,  Ph.D., Dave Fiedler, Clayton Leinneweber, Ivor Myers, Walter Veith,  Ph.D., Clyde L. Webster,  Ph.D.",,,2019,13+,107 min,"Documentary, Faith and Spirituality, Special Interest","The final crisis is about to break upon the world and the prophecies concerning the Antichrist and the mark of the beast reveal how all upon the Earth will be forced to choose whether or not they will enter the refuge of the Ark. Everyone will soon find themselves in ""The Valley of Decision,"" just as it was in the days of Noah."
s695,Movie,The Days of Noah: Judgment Hour - Part 2 of 4,Michael McCaffrey,"Jeff Reich, Doug Batchelor, Stephen Bohr, Art Chadwick,  Ph.D., H. Allen Davis Jr.,  Ph.D., Dave Fiedler, Clayton Leinneweber, Ivor Myers, Walter Veith,  Ph.D., Clyde L. Webster,  Ph.D.",,,2019,ALL,90 min,"Documentary, Faith and Spirituality, Special Interest","The physical evidence left behind warns us of another judgment to come, but when? The second film in ""The Days of Noah"" series, ""Judgment Hour,"" answers this question. Just before the Flood, Noah gave a judgment hour message to the world and likewise, a prophecy in the book of Daniel tells us when the judgment hour message at the end of time would begin."
s696,Movie,The Dawn Express,Albert Herman,"Anne Neagle, Michael Whalen, William Bakewell, Constance Worth, Hans Von Twardowski, Jack Mulhall, George Pembroke",,,1942,18+,64 min,"Action, Military and War","Nazi spies in the U.S. search for a secret formula designed to enhance the power of gasoline for use in U.S. army planes. Two separate companies work on the formula for security purposes. The Nazi's manage to steal half the formula from one company, and go after the other half by infiltrating the second chemical company. They know one of the two top scientists has the other half of the formula. Tom Fielding is captured through a ruse, and threatens the lives of his mother and sister Nancy, if he does not give them the formula. Fielding pretends to know the formula to protect the other scientist who is the fiancé of his sister. Fielding agrees to board the plane called the Dawn Express with the spy leader and his gang, leading to an exciting conclusion!"
s697,TV Show,The DaVincibles,,"Jamie Croft, Katherine Beck, David Callan, Jim Pike",,,2014,7+,1 Season,"Animation, Kids","This zany cartoon comedy series is packed with funny and absurd characters in search of wild, slapstick action. 16-year-old Pablo DaVinci and his 15-year-old sister Zoe struggle to put aside their sibling rivalry as they travel the world with their crazy yet loveable Uncle Leo in search of rare and sometimes valuable artifacts to sell at Leo's Kurious Kat antique shop."
s698,Movie,The Dark Red,Dan Bush,"April Billingsley, Kelsey Scott, Conal Byrne, Rhoda Griffis, John Curran, Jill Jane Clements, Bernard Setaro Clark",,,2020,18+,98 min,"Action, Horror","When a young woman is committed to a psychiatric hospital claiming that her newborn has been stolen by a dark cult in order to harvest its supernatural blood, her doctor must determine if she is dangerous before she can be released."
s699,TV Show,The Dangerous Book for Boys,,"Kyan Zielinski, Drew Logan Powell, Erinn Hayes, Chris Diamantopoulos, Gabriel Bateman",United States,,2018,7+,1 Season,Young Adult Audience,"The McKenna family must cope with the passing of its much-loved patriarch, Patrick. Hope appears in the form of a book called The Dangerous Book for Boys that Patrick created for his three sons. It becomes a how-to guide that inspires fantasies in his youngest son, Wyatt, enabling him to reconnect with his father and learn lessons that help him navigate real life."
s700,TV Show,The Dancing Detective Dekadance,,,,,2016,13+,1 Season,TV Shows,"Dekadance is an undercover idol group. Their assignment is to solve crimes in the show biz world. Tatsuya is thrown into the group together with a former con artist, former child star, unsocial netizen and an empty-headed part timer. Though at first the members do not get along, each time a case is solved, the group gains popularity and rises to stardom.
Copyright: TV TOKYO"
s701,Movie,The Curse of Robert,Andrew Jones,"Nigel Barber, Suzie Garton, Lee Bane, Tiffany Ceri",,,2016,16+,80 min,"Horror, Young Adult Audience","Emily Barker is a cash strapped student trying to make money as a cleaner, working nights at the East Falls Museum. But her peaceful graveyard shift turns into a time of terror when she discovers that one of the exhibits, a creepy vintage doll named Robert, is alive and wreaking havoc after hours."
s702,Movie,The Curse Of Hobbes House,Juliane Block,"Mhairi Calvey, Waleed Elgadi, Makenna Guyler, Kevin Leslie, Jo Price",,,2020,,83 min,Horror,"When down on her luck Jane Dormant learns about the death of her Aunt Alexandra she expects a life-saving inheritance but finds herself battling bloodthirsty Zombies instead, fighting for her life."
s703,Movie,The Curse of Buckout Road,Matthew Currie Holmes,"Evan Ross, Henry Czerny, Dominique Provost-Chalkley, Danny Glover, Colm Feore",,,2019,18+,96 min,Horror,"A college class project on creation and destruction of modern myth, turns terrifying when a trio of young people come to realize the urban legends surrounding the famed Buckout Road may, in fact, be REAL."
s704,Movie,The Creepy Line,M.A. Taylor,"Jordan B. Peterson, Robert Epstein, Peter Schweizer, Brad Shear, Luther Lowe",,,2018,7+,81 min,"Documentary, Special Interest","The Creepy Line reveals the stunning degree to which society is manipulated by Google and Facebook and blows the lid off the remarkably subtle - hence powerful - manner in which they do it. Offering first-hand accounts, scientific experiments and detailed analysis, the film examines what is at risk when these tech titans have free reign to utilize the public's most private and personal data."
s705,Movie,The Creeping Flesh,Freddie Francis,"Christopher Lee, Peter Cushing, David Bailie, Larry Taylor",,,1973,PG,92 min,"Horror, Science Fiction","A Victorian-age scientist returns to London with his paleontological bag-of-bones discovery from Papua New Guinea. Unfortunately, when exposed to water, flesh returns to the bones unleashing a malevolent being on the scientist's family and friends."
s706,Movie,The Cowboy And The Senorita,Joseph Kane,"Roy Rogers, Dale Evans, Mary Lee, John Hubbard, Guinn ""Big Boy"" Williams, Fuzzy Knight, Dorothy Christy, Lucien Littlefield, Hal Taliaferro, Jack Kirk, Guinn ``big Boy'' Williams",,,1944,13+,54 min,Western,"A shady gambler attempts to snatch the rights to a teenage girl's inherited gold mining claim, until a cowboy and his friend save the day."
s707,Movie,The Cowboy and The Lady,"H.C. Potter, Stuart Heisler, William Wyler","Gary Cooper, Merle Oberon, Patsy Kelly",,,1936,7+,92 min,"Comedy, Drama, Romance","A lonely socialite masquerades as a maid and meets an unpretentious, plain-spoken cowboy who is unaware of her true identity."
s708,Movie,The Coverup,Brian Jun,"Gabriel Mann, Eliza Dushku, John Savage, Michael Welch, Alison Brie",,,2009,R,95 min,Drama,Based on a True Story - surrounding the 1984 death of an Iowa teenager (Michael Welch) after his arrest by the Marshalltown Police Department. A young lawyer (Gabriel Mann) is hired to fight a corrupt Police Department and bring healing to a fractured family in this small town legal drama.
